,Bal,Brick,Dist,Floor,Kitsp,Livesp,Metrdist,New,Nfloors,Price,Rooms,Tel,Totsp,Walk,lat,lon
647,0.0,1.0,0.03274789832951083,6.0,NA,NA,5,1.0,6,17303313.0,1,NA,45.5,1,55.731075,37.64348
648,0.0,0.0,0.05659464251145772,9.0,NA,NA,9,1.0,9,17403353.0,1,NA,37.8,1,55.775753,37.671938
649,0.0,1.0,0.033881933076495716,3.0,8.0,35.6,10,1.0,8,17360000.0,1,NA,43.4,1,55.767514,37.588871
650,0.0,1.0,0.03967372239909233,6.0,NA,34.0,12,0.0,8,17360000.0,1,NA,43.4,1,55.767944,37.582781
651,0.0,0.0,0.01930757605190311,6.0,NA,NA,4,0.0,6,17385000.0,1,1,31.0,1,55.763042,37.636715
652,0.0,0.0,0.01930757605190311,6.0,NA,25.5,4,0.0,6,17385000.0,2,NA,40.5,1,55.763042,37.636715
653,0.0,1.0,0.01930757605190311,6.0,8.0,17.0,4.0,0.0,6.0,17385000.0,1.0,0.0,30.5,1.0,55.763042,37.636715
654,0.0,0.0,0.01930757605190311,6.0,NA,NA,4,0.0,6,17385000.0,1,NA,30.5,1,55.763042,37.636715
655,0.0,0.0,0.01930757605190311,6.0,NA,30.5,5,0.0,6,17385000.0,1,0,30.5,1,55.763042,37.636715
656,0.0,1.0,0.01930757605190311,6.0,NA,30.5,2,0.0,6,17385000.0,1,0,30.5,1,55.763042,37.636715
657,1.0,1.0,0.01930757605190311,6.0,NA,41.0,4,0.0,6,17385000.0,1,0,41.0,1,55.763042,37.636715
658,0.0,1.0,0.01930757605190311,6.0,10.0,20.0,4,1.0,6,17385000.0,1,NA,30.5,1,55.763042,37.636715
659,1.0,0.0,0.0202068438158984,6.0,6.0,33.0,9.0,0.0,14.0,17400000.0,2.0,1.0,53.0,1.0,55.73741,37.631757
660,0.0,0.0,0.03672398106142729,10.0,NA,44.0,7,0.0,10,17450000.0,2,1,50.0,1,55.736316,37.652157
661,0.0,1.0,0.0702753537237668,11.0,NA,NA,13,1.0,21,17491610.0,1,NA,45.7,1,55.762163,37.550048
662,1.0,1.0,0.03967372239909233,7.0,10.0,20.0,12.0,0.0,8.0,17500000.0,2.0,1.0,45.0,1.0,55.767944,37.582781
663,1.0,1.0,0.022514735485897868,6.0,10.0,20.0,10.0,0.0,11.0,17500000.0,1.0,1.0,48.8,0.0,55.771434,37.60593
664,1.0,0.0,0.09897148088716981,3.0,10.0,55.0,15,0.0,8,17500000.0,3,NA,80.0,1,55.758711,37.520968
665,0.0,1.0,0.055122784263856084,7.0,NA,40.0,2,0.0,14,17500000.0,2,NA,69.2,1,55.780046,37.668237
666,0.0,0.0,0.057247645934129836,5.0,NA,NA,5,0.0,5,17537750.0,2,NA,65.0,1,55.774958,37.672971
667,1.0,1.0,0.057247645934129836,7.0,NA,52.2,7,0.0,10,17591000.0,1,0,52.2,1,55.774958,37.672971
668,0.0,1.0,0.05804118080294476,7.0,NA,52.2,3,0.0,10,17591400.0,2,0,52.2,1,55.774634,37.673951
669,0.0,1.0,0.03994169493148763,3.0,NA,52.0,5,0.0,6,17600000.0,3,1,63.0,1,55.779864,37.589626
670,1.0,1.0,0.06838467960734991,7.0,10.0,44.0,5.0,0.0,12.0,17700000.0,3.0,1.0,68.0,1.0,55.775636,37.684587
671,1.0,1.0,0.038157211349887026,5.0,7.0,30.0,7.0,0.0,9.0,17700000.0,2.0,1.0,54.0,0.0,55.738916,37.58464
672,1.0,1.0,0.042335542101171915,5.0,NA,35.0,5,0.0,5,18000000.0,2,NA,52.2,1,55.728859,37.585538
673,1.0,1.0,0.024918781852252995,6.0,10.0,42.0,2.0,0.0,8.0,35000000.0,3.0,0.0,69.0,1.0,55.731176,37.609173
674,0.0,0.0,0.024348186482777923,2.0,14.0,57.0,8,0.0,6,35999999.0,3,NA,85.0,1,55.760753,37.64312
675,0.0,0.0,0.01926407726832654,3.0,8.0,33.0,6.0,0.0,6.0,17700000.0,2.0,1.0,54.0,1.0,55.772077,37.614006
676,0.0,1.0,0.0369864944270219,2.0,NA,30.0,7,0.0,2,17700000.0,2,1,60.0,1,55.77835,37.647396
677,1.0,0.0,0.06404271988290619,3.0,14.0,34.0,5.0,0.0,17.0,17700000.0,2.0,0.0,60.0,0.0,55.76796,37.557376
678,0.0,1.0,0.023307816135367265,2.0,7.0,25.0,4.0,0.0,6.0,17781204.0,1.0,1.0,34.0,1.0,55.749147,37.596956
679,1.0,1.0,0.0303699354131635,14.0,12.4,27.5,10,1.0,19,17778600.0,2,NA,58.1,1,55.774305,37.642132
680,0.0,0.0,0.03967372239909233,5.0,NA,NA,10,0.0,8,17800000.0,1,NA,44.5,1,55.767944,37.582781
681,1.0,0.0,0.03720808944302169,6.0,7.0,32.0,8.0,0.0,9.0,17800000.0,2.0,1.0,46.8,1.0,55.730477,37.590749
682,0.0,0.0,0.057247645934129836,3.0,NA,NA,5,0.0,5,17839800.0,3,NA,68.0,1,55.774958,37.672971
683,0.0,0.0,0.057247645934129836,3.0,NA,NA,5,0.0,5,17839800.0,2,NA,68.0,1,55.774958,37.672971
684,0.0,1.0,0.057247645934129836,3.0,NA,54.0,7,0.0,6,17839800.0,3,NA,68.0,1,55.774958,37.672971
685,1.0,1.0,0.05794304907406663,3.0,NA,68.0,7,0.0,5,17839800.0,2,0,68.0,1,55.775459,37.673519
686,0.0,1.0,0.057247645934129836,2.0,11.0,46.4,5,1.0,9,17854200.0,2,NA,65.4,1,55.774958,37.672971
687,1.0,0.0,0.044947790924580094,3.0,9.0,38.0,5.0,0.0,8.0,17900000.0,2.0,1.0,58.0,1.0,55.757531,37.575028
688,1.0,0.0,0.05420112815246598,3.0,12.9,31.1,6.0,0.0,14.0,17950000.0,2.0,0.0,58.2,1.0,55.766116,37.567051
689,0.0,0.0,0.06917079835451133,3.0,NA,66.0,12,0.0,6,17950000.0,4,1,91.5,1,55.757977,37.550774
690,1.0,1.0,0.05265429464915752,11.0,8.6,30.6,7.0,0.0,12.0,17990000.0,2.0,0.0,60.9,1.0,55.766552,37.568749
691,0.0,0.0,0.026850260650505577,1.0,NA,56.0,7,0.0,4,18000000.0,3,1,84.0,1,55.778365,37.609182
692,0.0,1.0,0.054112515197505186,3.0,NA,42.9,5,0.0,4,18000000.0,2,0,63.8,1,55.72961,37.571363
693,0.0,1.0,0.041625866597587054,5.0,6.0,18.0,8.0,0.0,9.0,18000000.0,1.0,1.0,39.0,1.0,55.768522,37.580912
694,0.0,0.0,0.031793334207030975,7.0,NA,32.0,6,0.0,7,18000000.0,2,0,54.0,1,55.766309,37.590623
695,1.0,1.0,0.05082082045776088,9.0,11.7,31.5,10.0,0.0,16.0,18000000.0,2.0,1.0,54.0,1.0,55.771925,37.572369
696,1.0,1.0,0.04468053688128979,8.0,6.0,30.0,5.0,0.0,9.0,18000000.0,2.0,1.0,48.0,1.0,55.744059,37.576187
697,1.0,1.0,0.046405801706250464,6.0,NA,31.0,2,0.0,9,18000000.0,2,1,50.0,1,55.726533,37.582197
698,1.0,1.0,0.041625866597587054,5.0,9.0,20.0,10,0.0,9,18000000.0,1,NA,39.0,1,55.768522,37.580912
699,1.0,1.0,0.053376869971927254,5.0,9.0,45.0,6.0,0.0,5.0,18000000.0,3.0,1.0,66.0,1.0,55.744647,37.672415
700,0.0,0.0,0.04148557012986822,2.0,11.1,124.0,12,0.0,5,219089835.0,4,NA,164.0,1,55.738449,37.581236
701,0.0,0.0,0.024348186482777923,2.0,14.0,57.0,8,0.0,6,35999999.0,3,NA,85.0,1,55.760753,37.64312
702,0.0,1.0,0.03159150241758314,10.0,12.0,42.0,5.0,0.0,13.0,30900000.0,2.0,0.0,75.0,1.0,55.722142,37.618569
703,1.0,1.0,0.05797668242491641,13.0,10.4,28.7,5,1.0,13,18099200.0,2,NA,50.5,1,55.742073,37.67661
704,1.0,1.0,0.05498776908549774,6.0,9.0,35.0,5.0,0.0,14.0,18100000.0,2.0,0.0,55.9,1.0,55.766754,37.566395
705,1.0,1.0,0.05797668242491641,13.0,NA,NA,5,1.0,13,18102745.0,1,NA,52.1,1,55.742073,37.67661
706,1.0,1.0,0.05797668242491641,13.0,NA,NA,5,1.0,13,18144038.0,1,NA,51.7,1,55.742073,37.67661
707,0.0,1.0,0.033881933076495716,4.0,8.0,32.2,10,1.0,8,18160000.0,2,NA,45.4,1,55.767514,37.588871
708,1.0,1.0,0.05406014402496491,11.0,11.0,32.0,6.0,0.0,14.0,18200000.0,2.0,0.0,57.0,0.0,55.765645,37.567087
709,1.0,0.0,0.06417576714773587,7.0,8.0,33.0,8.0,0.0,11.0,18300000.0,2.0,1.0,55.0,1.0,55.727029,37.561446
710,0.0,1.0,0.009979231683850596,2.0,8.0,45.0,10,0.0,5,18300000.0,3,NA,61.0,1,55.744936,37.615057
711,0.0,0.0,0.057247645934129836,2.0,NA,NA,5,0.0,5,18390000.0,2,NA,61.0,1,55.774958,37.672971
712,0.0,1.0,0.05794304907406663,2.0,NA,60.9,7,0.0,5,18390000.0,2,0,60.9,1,55.775459,37.673519
713,0.0,0.0,0.042507320992974794,1.0,NA,54.9,8,0.0,6,18500000.0,3,1,82.4,1,55.765012,37.66079
714,1.0,0.0,0.06370305161450036,5.0,10.7,51.3,10.0,0.0,17.0,18500000.0,3.0,1.0,80.0,1.0,55.741166,37.682269
715,1.0,1.0,0.05265429464915752,11.0,10.0,30.0,7.0,0.0,12.0,18500000.0,2.0,0.0,52.0,0.0,55.766552,37.568749
716,0.0,0.0,0.0711800766858253,12.0,NA,NA,13,0.0,21,18500000.0,1,NA,56.0,1,55.761558,37.549067
717,0.0,0.0,0.027363001480101394,10.0,NA,38.0,10,0.0,16,18500000.0,3,NA,52.0,1,55.746056,37.593542
718,0.0,0.0,0.03935125128887119,1.0,8.0,36.9,3.0,0.0,24.0,18500000.0,2.0,1.0,51.0,1.0,55.759152,37.58084
719,0.0,0.0,0.03361586733969218,2.0,8.0,41.0,7.0,0.0,5.0,18500000.0,2.0,1.0,51.0,0.0,55.76485,37.651529
720,0.0,1.0,0.03935125128887119,1.0,17.0,24.0,3,0.0,30,18500000.0,1,NA,41.0,1,55.759152,37.58084
721,0.0,1.0,0.03274789832951083,4.0,NA,NA,5,1.0,7,18533894.0,2,NA,57.7,1,55.731075,37.64348
722,0.0,1.0,0.0331777141014886,7.0,6.0,35.0,9,1.0,7,18574516.0,2,NA,57.9,1,55.730857,37.643866
723,0.0,0.0,0.04253829842623973,5.0,NA,63.0,5,0.0,5,18600000.0,4,1,90.0,1,55.748782,37.577561
724,0.0,0.0,0.03033503337726678,4.0,12.0,56.0,4.0,0.0,6.0,18600000.0,3.0,1.0,80.0,0.0,55.773424,37.596758
725,0.0,1.0,0.04253829842623973,5.0,NA,61.0,3,0.0,5,18600000.0,4,1,90.0,1,55.748782,37.577561
726,1.0,0.0,0.044042025611909355,5.0,8.0,35.0,10.0,0.0,6.0,18600000.0,2.0,1.0,56.0,1.0,55.787943,37.592105
727,1.0,1.0,0.05797668242491641,2.0,NA,NA,5,1.0,13,18696634.0,2,NA,67.5,1,55.742073,37.67661
728,0.0,1.0,0.023809701090102813,3.0,NA,140.0,7,0.0,5,92081235.0,5,0,178.0,1,55.75633,37.596148
729,1.0,0.0,0.055467892379282256,3.0,NA,25.9,7,0.0,5,7850000.0,2,NA,41.0,1,55.764906,37.674139
730,0.0,0.0,0.0469570607683213,5.0,NA,NA,7,0.0,12,258200000.0,5,NA,258.2,1,55.723699,37.583697
731,1.0,1.0,0.031618570777316474,3.0,9.0,48.0,5.0,0.0,8.0,18800000.0,3.0,1.0,82.0,0.0,55.727602,37.63765
732,0.0,1.0,0.03274789832951083,1.0,NA,NA,5,1.0,6,18877252.0,2,NA,61.3,1,55.731075,37.64348
733,0.0,1.0,0.018307431633085215,3.0,NA,34.1,4,0.0,4,18900000.0,2,1,62.1,1,55.771742,37.622971
734,1.0,0.0,0.045015864425781225,4.0,8.5,54.0,10.0,0.0,6.0,19000000.0,3.0,1.0,80.0,1.0,55.791172,37.594854
735,1.0,0.0,0.054385670998892466,3.0,9.0,58.0,11.0,0.0,5.0,19000000.0,3.0,1.0,80.0,1.0,55.769676,37.567824
736,1.0,1.0,0.07055407119365877,3.0,10.0,49.0,11.0,0.0,25.0,19000000.0,3.0,1.0,80.5,1.0,55.73961,37.688944
737,0.0,1.0,0.04895138417859231,2.0,NA,NA,13,0.0,7,19000000.0,1,1,55.0,1,55.764951,37.667456
738,1.0,1.0,0.04627777480605391,8.0,8.2,25.3,6.0,0.0,12.0,19000000.0,2.0,1.0,43.9,1.0,55.742189,37.574992
739,0.0,1.0,0.03662814928439841,2.0,7.0,32.0,9.0,0.0,8.0,19000000.0,2.0,0.0,54.5,1.0,55.742215,37.585035
740,0.0,1.0,0.02559716462813755,6.0,NA,36.0,5,0.0,8,19000000.0,2,NA,62.0,1,55.77151,37.638207
741,1.0,1.0,0.04431021539103741,2.0,9.0,35.0,10.0,0.0,7.0,19000000.0,2.0,0.0,62.3,1.0,55.736001,37.660431
742,1.0,1.0,0.06130513617144574,12.0,NA,55.0,15,0.0,19,19000000.0,2,0,55.0,1,55.76057,37.680733
743,1.0,0.0,0.03567439597245919,4.0,9.0,48.0,10.0,0.0,7.0,19000000.0,3.0,1.0,76.0,1.0,55.789021,37.624885
744,1.0,1.0,0.06130513617144574,12.0,NA,54.1,21,0.0,19,19000000.0,1,0,54.1,1,55.76057,37.680733
745,0.0,1.0,0.024582406920393957,3.0,NA,NA,9,1.0,8,19096000.0,1,NA,50.8,1,55.770208,37.638036
746,0.0,0.0,0.024582406920393957,3.0,NA,NA,6,0.0,8,19096000.0,1,NA,50.8,1,55.770208,37.638036
747,0.0,0.0,0.024582406920393957,3.0,NA,NA,6,1.0,8,19096000.0,1,NA,50.8,1,55.770208,37.638036
748,0.0,0.0,0.024582406920393957,3.0,15.0,25.0,5.0,0.0,8.0,19096000.0,1.0,0.0,50.8,1.0,55.770208,37.638036
749,0.0,1.0,0.033881933076495716,6.0,NA,35.0,8,1.0,9,19240000.0,1,NA,48.1,1,55.767514,37.588871
750,0.0,0.0,0.024582406920393957,4.0,NA,NA,6,0.0,8,19332000.0,1,NA,49.0,1,55.770208,37.638036
751,0.0,1.0,0.024582406920393957,4.0,NA,48.8,7,1.0,8,19332000.0,1,NA,48.8,0,55.770208,37.638036
752,0.0,0.0,0.024582406920393957,4.0,NA,NA,6,1.0,8,19332000.0,1,NA,48.8,1,55.770208,37.638036
753,0.0,1.0,0.024582406920393957,4.0,15.0,25.0,5,0.0,8,19332000.0,1,NA,48.8,1,55.770208,37.638036
754,1.0,1.0,0.02689375258308253,2.0,9.0,27.0,6.0,0.0,12.0,19400000.0,2.0,1.0,57.0,1.0,55.776791,37.606011
755,0.0,0.0,0.055440545920837296,4.0,NA,NA,15,0.0,9,19500000.0,2,1,45.0,1,55.718633,37.576879
756,0.0,0.0,0.035057252331008676,6.0,NA,NA,5,1.0,9,96390000.0,3,NA,153.0,1,55.744738,37.653703
757,0.0,1.0,0.0587515018531467,4.0,NA,1.0,7,0.0,6,75443108.0,4,NA,153.0,1,55.759932,37.561392
758,0.0,1.0,0.021019947216873114,4.0,20.0,90.0,3.0,0.0,6.0,81900000.0,3.0,0.0,132.0,1.0,55.770259,37.632772
759,1.0,1.0,0.02689375258308253,2.0,9.6,30.0,5.0,0.0,12.0,19500000.0,2.0,1.0,60.0,1.0,55.776791,37.606011
760,1.0,1.0,0.060472611453454644,5.0,6.1,42.8,8.0,0.0,8.0,19500000.0,3.0,1.0,66.0,1.0,55.728353,37.564913
761,0.0,1.0,0.02343168113900488,2.0,NA,37.0,5,0.0,7,19500000.0,2,NA,56.0,1,55.730294,37.618929
762,1.0,0.0,0.033578820288988565,6.0,10.3,44.6,15.0,0.0,17.0,19500000.0,3.0,1.0,71.0,0.0,55.787153,37.622819
763,1.0,1.0,0.035926051564289845,4.0,6.0,35.3,5.0,0.0,8.0,19500000.0,2.0,1.0,56.1,1.0,55.773368,37.589743
764,1.0,0.0,0.025721590250217082,3.0,15.0,54.5,5,0.0,14,19500000.0,3,NA,78.8,1,55.730826,37.631559
765,1.0,1.0,0.057247645934129836,3.0,NA,60.9,7,0.0,5,19561000.0,2,0,60.9,1,55.774958,37.672971
766,1.0,1.0,0.05830257457437118,3.0,12.0,54.0,5,0.0,5,19610000.0,3,NA,85.0,1,55.77517,37.674022
767,0.0,1.0,0.04895138417859231,2.0,NA,30.0,10,1.0,7,19676800.0,1,NA,56.0,1,55.764951,37.667456
768,0.0,1.0,0.016824639312625393,8.0,NA,26.0,2,0.0,10,19700000.0,1,NA,32.0,1,55.763067,37.605831
769,0.0,0.0,0.04895138417859231,2.0,NA,NA,13,1.0,7,19723264.0,1,NA,54.4,1,55.764951,37.667456
770,1.0,0.0,0.07773399010085238,7.0,10.0,51.0,15,0.0,14,19800000.0,3,NA,82.0,1,55.773758,37.694917
771,1.0,1.0,0.024582406920393957,3.0,NA,30.0,12,1.0,8,19800000.0,1,NA,50.8,1,55.770208,37.638036
772,1.0,0.0,0.035046118772271,5.0,8.0,35.0,4.0,0.0,9.0,19900000.0,2.0,1.0,56.0,1.0,55.761269,37.585592
773,1.0,0.0,0.05750081782026687,2.0,10.5,NA,2,0.0,18,19900000.0,3,0,74.0,1,55.746436,37.676852
774,0.0,1.0,0.028872211830751327,1.0,NA,47.0,5,0.0,8,19900000.0,3,1,80.0,1,55.771859,37.642267
775,0.0,0.0,0.060614558193559806,2.0,NA,43.0,10,0.0,8,19900000.0,3,1,70.0,1,55.728738,37.564581
776,0.0,1.0,0.030281187988581742,1.0,11.0,71.0,5.0,0.0,4.0,19900000.0,5.0,1.0,100.0,1.0,55.780694,37.606074
777,1.0,0.0,0.030987264900277537,4.0,8.9,33.3,3.0,0.0,5.0,19950000.0,2.0,1.0,58.1,1.0,55.773024,37.595582
778,1.0,1.0,0.030987264900277537,4.0,8.9,33.3,5.0,0.0,5.0,19950000.0,2.0,1.0,58.1,1.0,55.773024,37.595582
779,0.0,1.0,0.016139228482180776,5.0,25.0,30.0,2.0,0.0,5.0,19990000.0,2.0,1.0,65.7,1.0,55.742995,37.631883
780,0.0,1.0,0.016139228482180776,5.0,8.0,41.0,2.0,0.0,5.0,19990000.0,3.0,1.0,65.7,1.0,55.742995,37.631883
781,0.0,0.0,0.03967372239909233,6.0,NA,NA,6,0.0,8,20000000.0,1,NA,50.0,1,55.767944,37.582781
782,1.0,1.0,0.053376869971927254,5.0,9.0,45.0,6,0.0,5,20000000.0,3,NA,66.0,1,55.744647,37.672415
783,0.0,0.0,0.03282106678643998,1.0,8.0,33.8,5.0,0.0,9.0,20000000.0,1.0,1.0,54.0,1.0,55.745853,37.587946
784,0.0,1.0,0.03159150241758314,3.0,18.0,86.2,7.0,0.0,12.0,64865000.0,4.0,0.0,154.0,1.0,55.722142,37.618569
785,1.0,1.0,0.03630708429493734,2.0,NA,36.8,5,0.0,10,21634000.0,1,NA,54.4,1,55.782906,37.598232
786,0.0,0.0,0.08102186381465154,1.0,9.0,32.4,10.0,0.0,5.0,10500000.0,2.0,1.0,53.3,1.0,55.762713,37.539293
787,1.0,1.0,0.06777209087080392,3.0,6.9,63.7,12.0,0.0,5.0,20000000.0,4.0,1.0,90.0,1.0,55.757354,37.552139
788,0.0,0.0,0.03714212489882838,6.0,9.0,47.0,2.0,0.0,14.0,20000000.0,3.0,1.0,68.0,0.0,55.754618,37.582682
789,0.0,0.0,0.05432545153976972,2.0,40.0,22.0,8.0,0.0,6.0,20000000.0,2.0,1.0,72.0,1.0,55.768066,37.567419
790,0.0,0.0,0.05432545153976972,2.0,12.0,50.0,8.0,0.0,6.0,20000000.0,3.0,1.0,72.0,1.0,55.768066,37.567419
791,0.0,0.0,0.04815161730409685,3.0,10.0,47.0,12,0.0,5,20000000.0,3,NA,70.0,1,55.737552,37.574453
792,0.0,1.0,0.011720544569259885,5.0,NA,28.7,9,0.0,5,20000000.0,2,1,57.5,1,55.747586,37.629807
793,0.0,0.0,0.03594237365561666,10.0,NA,37.0,5,0.0,10,20000000.0,2,1,70.0,1,55.735809,37.650981
794,1.0,1.0,0.03970235576134141,2.0,9.8,81.3,3.0,0.0,9.0,20000000.0,4.0,1.0,105.3,1.0,55.760231,37.658976
795,0.0,1.0,0.044292834318880044,2.0,NA,66.0,8,0.0,10,20000000.0,1,0,66.0,1,55.751903,37.664069
796,0.0,0.0,0.03354429675816899,5.0,NA,45.0,7,0.0,5,20000000.0,3,1,75.0,1,55.720332,37.616467
797,0.0,1.0,0.06916337181629975,4.0,NA,59.0,10,0.0,5,20000000.0,4,1,84.0,1,55.756158,37.550693
798,0.0,0.0,0.024582406920393957,4.0,NA,NA,6,0.0,8,20112000.0,1,NA,51.0,1,55.770208,37.638036
799,0.0,1.0,0.024582406920393957,4.0,15.0,25.0,5,0.0,6,20112000.0,1,NA,50.8,1,55.770208,37.638036
800,1.0,1.0,0.024582406920393957,4.0,10.0,23.0,6,1.0,8,20112000.0,1,NA,50.8,1,55.770208,37.638036
801,0.0,1.0,0.033881933076495716,6.0,8.0,35.7,10,1.0,8,20120000.0,2,NA,50.3,1,55.767514,37.588871
802,0.0,0.0,0.057247645934129836,3.0,NA,NA,5,0.0,5,20148100.0,3,NA,75.4,1,55.774958,37.672971
803,0.0,1.0,0.05830257457437118,3.0,NA,75.4,7,0.0,5,20148100.0,2,0,75.4,1,55.77517,37.674022
804,0.0,1.0,0.057014074797366136,2.0,NA,92.0,5,0.0,6,20258022.0,4,0,92.0,1,55.776294,37.672163
805,1.0,1.0,0.024582406920393957,3.0,NA,30.0,12,1.0,8,20300800.0,1,NA,48.8,1,55.770208,37.638036
806,0.0,1.0,0.024582406920393957,5.0,NA,25.0,6,0.0,8,20308000.0,1,NA,48.8,1,55.770208,37.638036
807,0.0,1.0,0.04895138417859231,2.0,8.0,44.6,15,1.0,7,20314000.0,1,NA,54.4,1,55.764951,37.667456
808,1.0,1.0,0.0303699354131635,2.0,10.2,52.9,10,1.0,19,20350000.0,3,NA,92.5,1,55.774305,37.642132
809,1.0,1.0,0.05797668242491641,2.0,NA,63.8,5,1.0,13,20384954.0,2,NA,63.8,0,55.742073,37.67661
810,1.0,0.0,0.06182368666619959,4.0,10.1,53.4,1.0,0.0,17.0,20400000.0,3.0,1.0,81.0,1.0,55.766106,37.559245
811,1.0,1.0,0.0566480030539497,3.0,NA,44.3,10,0.0,4,20450000.0,3,1,87.0,1,55.76679,37.67493
